DATE,CURRENCY,Open,Close,High,Low
2022-07-07,,16.8115,16.7205,16.8601,16.6773
2022-07-08,,16.7193,16.8726,16.9652,16.6869
2022-07-10,,16.8707,16.8593,16.8831,16.8435
2022-07-11,,16.8707,17.1074,17.1267,16.8435
2022-07-12,,17.1074,17.0288,17.1888,16.9429
2022-07-13,,17.0281,16.9093,17.1778,16.8592
2022-07-14,,16.9095,17.1597,17.306,16.9062
2022-07-15,,17.1597,17.0751,17.2844,17.0452
2022-07-17,,17.0797,17.0793,17.092,17.0726
2022-07-18,,17.0797,17.1225,17.1835,16.9674
2022-07-19,,17.1225,17.0962,17.1568,16.9541
2022-07-20,,17.0965,17.1532,17.1937,17.036
2022-07-21,,17.1531,17.0555,17.2603,16.998
2022-07-22,,17.0555,16.8275,17.095,16.7862
2022-07-24,,17.0048,16.826,17.0212,16.8151
2022-07-25,,17.0048,16.7936,17.0212,16.7142
2022-07-26,,16.7937,16.9474,16.9745,16.6872
2022-07-27,,16.9484,16.6902,16.9484,16.6596
2022-07-28,,16.6902,16.4836,16.8289,16.4817
2022-07-29,,16.4837,16.6237,16.6783,16.3906
2022-07-31,,16.5191,16.5807,16.6206,16.519
2022-08-01,,16.5191,16.5157,16.6696,16.4171
2022-08-02,,16.5152,16.8212,16.853,16.4394
2022-08-03,,16.8214,16.7492,16.9441,16.6734
2022-08-04,,16.7492,16.6118,16.8261,16.5946
2022-08-05,,16.6108,16.7768,16.8752,16.5517
2022-08-07,,16.7856,16.7883,16.7915,16.7856
2022-08-08,,16.7856,16.6922,16.8018,16.5766
2022-08-09,,16.69,16.5765,16.7363,16.5616
2022-08-10,,16.5772,16.2076,16.6317,16.1165
2022-08-11,,16.2076,16.2346,16.2683,16.1104
2022-08-12,,16.2332,16.1684,16.3088,16.155
2022-08-14,,16.225,16.2314,16.234,16.215
2022-08-15,,16.225,16.436,16.4639,16.189
2022-08-16,,16.4361,16.3861,16.5193,16.3525
2022-08-17,,16.3836,16.6503,16.692,16.3614
2022-08-18,,16.6503,16.8639,16.8989,16.6325
2022-08-19,,16.864,17.0033,17.0484,16.863
2022-08-21,,16.9962,16.996,17.008,16.9949
2022-08-22,,16.9962,16.9974,17.0994,16.978
2022-08-23,,16.9974,16.9951,17.1413,16.9114
2022-08-24,,16.9951,16.937,17.07,16.916
2022-08-25,,16.937,16.7494,16.9651,16.7102
2022-08-26,,16.7487,16.8849,16.9003,16.7158
2022-08-28,,16.8903,16.8531,16.8912,16.8312
2022-08-29,,16.8903,16.8275,17.0086,16.7887
2022-08-30,,16.8275,16.9807,17.019,16.745
2022-08-31,,16.9807,17.1189,17.1398,16.8889
2022-09-01,,17.119,17.2757,17.3261,17.0874
2022-09-02,,17.2756,17.305,17.3485,17.1827
2022-09-04,,17.3076,17.2919,17.3179,17.2805
2022-09-05,,17.3076,17.1655,17.4244,17.1297
2022-09-06,,17.1659,17.3005,17.337,17.0573
2022-09-07,,17.3005,17.2688,17.4635,17.2369
2022-09-08,,17.2677,17.5183,17.5452,17.2219
2022-09-09,,17.5183,17.3064,17.5288,17.2179
2022-09-11,,17.2947,17.2974,17.3041,17.2893
2022-09-12,,17.2947,17.1269,17.3176,17.0523
2022-09-13,,17.1269,17.457,17.4765,16.9818
2022-09-14,,17.457,17.4833,17.4984,17.3609
2022-09-15,,17.4836,17.5652,17.5972,17.4398
2022-09-16,,17.5657,17.6103,17.7161,17.5447
2022-09-18,,17.7975,17.65,17.7975,17.6413
2022-09-19,,17.7975,17.675,17.7975,17.6049
2022-09-20,,17.6754,17.6902,17.8129,17.6238
2022-09-21,,17.6902,17.7428,17.7887,17.5395
2022-09-22,,17.7425,17.5982,17.8007,17.4454
2022-09-23,,17.5981,17.95,17.9875,17.5596
2022-09-25,,17.9488,17.9547,17.9572,17.9488
2022-09-26,,17.9488,18.09,18.1276,17.9413
2022-09-27,,18.09,18.0167,18.0935,17.8448
2022-09-28,,18.0167,17.8551,18.2214,17.8073
2022-09-29,,17.8549,18.0146,18.1035,17.8253
2022-09-30,,18.0154,18.0855,18.1186,17.8669
2022-10-03,,18.0651,17.8437,18.1102,17.8215
2022-10-04,,17.8437,17.6289,17.8625,17.5709
2022-10-05,,17.6289,17.7835,17.8968,17.5933
2022-10-06,,17.7832,18.0013,18.0107,17.6936
2022-10-07,,18.0006,18.096,18.1636,17.9537
2022-10-09,,18.1054,18.1019,18.1069,18.0978
2022-10-10,,18.1054,18.096,18.236,18.0487
2022-10-11,,18.096,18.1822,18.2172,17.9894
2022-10-12,,18.1809,18.2936,18.3345,18.1216
2022-10-13,,18.2939,18.2664,18.5815,18.2
2022-10-14,,18.265,18.3594,18.3605,18.1026
2022-10-16,,18.2188,18.2621,18.2745,18.21
2022-10-17,,18.2188,18.0696,18.3251,18.0022
2022-10-18,,18.0694,18.112,18.19,17.9496
2022-10-19,,18.1124,18.2933,18.345,18.0648
2022-10-20,,18.2933,18.2963,18.3596,18.1541
2022-10-21,,18.2955,18.0892,18.5332,18.0549
2022-10-23,,18.1041,18.0677,18.1096,18.0669
2022-10-24,,18.1041,18.4126,18.4648,18.0484
2022-10-25,,18.4079,18.2025,18.5024,18.1893
2022-10-26,,18.2025,17.9323,18.251,17.9053
2022-10-27,,17.9329,17.9792,18.1016,17.8777
2022-10-28,,17.9781,18.1341,18.191,17.9107
2022-10-30,,18.1503,18.1506,18.1511,18.1498
2022-10-31,,18.1503,18.3545,18.3972,18.1205
2022-11-01,,18.3554,18.228,18.3694,18.0622
2022-11-02,,18.2251,18.2563,18.2823,17.9852
2022-11-03,,18.2532,18.4056,18.5272,18.2093
2022-11-04,,18.4053,17.9038,18.4212,17.8841
2022-11-06,,17.9531,18.0103,18.0166,17.947
2022-11-07,,17.9531,17.7309,18.057,17.6857
2022-11-08,,17.7308,17.7125,17.8694,17.6532
2022-11-09,,17.7125,17.7933,17.8602,17.657
2022-11-10,,17.7933,17.3629,17.8373,17.3452
2022-11-11,,17.3629,17.2397,17.4624,17.2126
2022-11-13,,17.2552,17.2377,17.2558,17.2323
2022-11-14,,17.2552,17.295,17.3729,17.2079
2022-11-15,,17.295,17.3158,17.4275,17.1107
2022-11-16,,17.3147,17.2678,17.4156,17.2079
2022-11-17,,17.2676,17.3765,17.5553,17.2077
2022-11-18,,17.3765,17.2559,17.4182,17.2194
2022-11-20,,17.2368,17.2355,17.2387,17.1906
2022-11-21,,17.2368,17.3359,17.4635,17.1906
2022-11-22,,17.3359,17.2367,17.361,17.236
2022-11-23,,17.2367,16.9678,17.2697,16.9595
2022-11-24,,16.9673,17.0202,17.0604,16.9073
2022-11-25,,17.0202,17.0813,17.1854,16.962
2022-11-27,,17.1189,17.1708,17.1808,17.1188
2022-11-28,,17.1189,17.1537,17.1888,17.0709
2022-11-29,,17.1537,17.0,17.1891,16.934
2022-11-30,,17.0009,17.2031,17.2899,16.898
2022-12-01,,17.2031,17.6574,17.9596,17.0659
2022-12-02,,17.6574,17.5052,17.6587,17.2631
2022-12-04,,17.4535,17.3845,17.4535,17.3012
2022-12-05,,17.4535,17.4239,17.4944,17.1513
2022-12-06,,17.4254,17.3365,17.499,17.2593
2022-12-07,,17.3365,17.1622,17.4134,17.0617
2022-12-08,,17.1622,17.1659,17.2355,17.0944
2022-12-09,,17.1659,17.3542,17.3856,17.0946
2022-12-11,,17.3425,17.2933,17.3489,17.2829
2022-12-12,,17.3425,17.5793,17.6373,17.2425
2022-12-13,,17.5792,17.2639,17.7601,17.2173
2022-12-14,,17.2639,17.1677,17.3478,17.0627
2022-12-15,,17.1662,17.4959,17.5755,17.1515
2022-12-16,,17.4991,17.6833,17.7243,17.4292
2022-12-18,,17.5535,17.5929,17.6327,17.4827
2022-12-19,,17.5535,17.3009,17.7154,17.196
2022-12-20,,17.3013,17.3059,17.4538,17.2492
2022-12-21,,17.3066,17.1964,17.3591,17.1347
2022-12-22,,17.1961,17.1607,17.2152,17.0627
2022-12-23,,17.1606,17.0217,17.1791,16.9604
2022-12-26,,17.0123,17.0053,17.045,16.9893
2022-12-27,,16.9976,17.2086,17.3259,16.9697
2022-12-28,,17.2086,17.1146,17.2997,17.0921
2022-12-29,,17.1146,16.9635,17.1362,16.8838
2022-12-30,,16.9649,17.0374,17.0519,16.903
2023-01-01,,17.0032,16.9996,17.0032,16.9996
2023-01-02,,17.0032,16.9958,17.0459,16.9277
2023-01-03,,16.9958,17.0131,17.1478,16.9271
2023-01-04,,17.013,16.8839,17.0495,16.7815
2023-01-05,,16.8837,17.1665,17.2963,16.8656
2023-01-06,,17.1656,17.107,17.4343,17.0867
2023-01-08,,17.1539,17.1574,17.1692,17.1538
2023-01-09,,17.1539,16.9274,17.1692,16.8873
2023-01-10,,16.9256,17.0145,17.1407,16.9044
2023-01-11,,17.0145,16.9179,17.0652,16.8767
2023-01-12,,16.9179,16.7535,16.9719,16.695
2023-01-13,,16.7535,16.8287,16.9279,16.6969
2023-01-15,,16.8384,16.8625,17.2467,16.7476
2023-01-16,,16.8384,17.0209,17.2467,16.7442
2023-01-17,,17.02,17.0494,17.172,16.9605
2023-01-18,,17.0487,17.1064,17.156,16.8724
2023-01-19,,17.1061,17.2764,17.3764,17.0855
2023-01-20,,17.2764,17.1304,17.3555,17.106
2023-01-22,,17.1182,17.1202,17.1332,17.1063
2023-01-23,,17.1182,17.1874,17.2329,17.0669
2023-01-24,,17.1863,17.198,17.3137,17.1564
2023-01-25,,17.198,17.1104,17.2589,17.1016
2023-01-26,,17.1107,17.1883,17.2549,17.0133
2023-01-27,,17.1883,17.1876,17.2835,17.1644
2023-01-29,,17.2087,17.2187,17.2257,17.1983
2023-01-30,,17.2087,17.4003,17.4145,17.1802
2023-01-31,,17.4003,17.4081,17.4908,17.3662
2023-02-01,,17.4091,17.0439,17.4346,17.004
2023-02-02,,17.044,17.0702,17.1177,16.9317
2023-02-03,,17.0702,17.4756,17.485,17.056
2023-02-05,,17.4783,17.4662,17.5095,17.4625
2023-02-06,,17.4783,17.6638,17.7061,17.4535
2023-02-07,,17.6643,17.5654,17.6915,17.457
2023-02-08,,17.5675,17.7693,17.8276,17.4696
2023-02-09,,17.7693,17.758,17.8131,17.591
2023-02-10,,17.7595,17.8582,17.9562,17.7069
2023-02-12,,17.893,17.9268,17.9401,17.8574
2023-02-13,,17.893,17.8561,18.0873,17.8255
2023-02-14,,17.8563,17.8988,17.9546,17.6431
2023-02-15,,17.8971,18.0312,18.1024,17.8813
2023-02-16,,18.0312,18.1662,18.2274,17.9725
2023-02-17,,18.1662,18.056,18.2936,17.9986
2023-02-19,,18.0814,18.09,18.1207,18.0788
2023-02-20,,18.0814,18.0904,18.1522,17.9938
2023-02-21,,18.0904,18.2563,18.321,18.0686
2023-02-22,,18.2574,18.2389,18.3851,18.1179
2023-02-23,,18.2389,18.2211,18.3723,18.1859
2023-02-24,,18.2215,18.4266,18.4902,18.2004
2023-02-26,,18.4239,18.4246,18.4306,18.4186
2023-02-27,,18.4239,18.4121,18.4861,18.3371
2023-02-28,,18.4126,18.357,18.5147,18.2792
2023-03-01,,18.357,18.1231,18.3773,18.0891
2023-03-02,,18.1244,18.2041,18.2604,18.1107
2023-03-03,,18.2041,18.1417,18.2215,18.0825
2023-03-05,,18.1571,18.135,18.1606,18.135
2023-03-06,,18.1571,18.2483,18.259,18.1287
2023-03-07,,18.2483,18.5085,18.6347,18.2179
2023-03-08,,18.5085,18.6068,18.7192,18.4743
2023-03-09,,18.6071,18.5685,18.6684,18.4539
2023-03-10,,18.5685,18.3173,18.5739,18.1877
2023-03-12,,18.3783,18.3934,18.3937,18.3292
2023-03-13,,18.3783,18.1979,18.3937,18.0969
2023-03-14,,18.1985,18.1287,18.3307,18.042
2023-03-15,,18.1279,18.4372,18.5008,18.0879
2023-03-16,,18.4375,18.3989,18.4833,18.2743
2023-03-17,,18.4006,18.474,18.4837,18.2525
2023-03-19,,18.3858,18.3213,18.4941,18.2605
2023-03-20,,18.3858,18.5196,18.5979,18.2605
2023-03-21,,18.5198,18.5589,18.6132,18.4553
2023-03-22,,18.5589,18.2805,18.5788,18.1562
2023-03-23,,18.2797,18.0989,18.2802,18.0173
2023-03-24,,18.0987,18.157,18.2918,18.0793
2023-03-26,,18.1781,18.18,18.188,18.17
2023-03-27,,18.1781,18.3085,18.3541,18.1401
2023-03-28,,18.308,18.1474,18.3495,18.1423
2023-03-29,,18.1474,18.1014,18.2059,18.0626
2023-03-30,,18.1013,17.8203,18.1512,17.7612
2023-03-31,,17.8203,17.7962,17.8761,17.6993
2023-04-02,,17.7778,17.7713,17.7968,17.7666
2023-04-03,,17.7778,17.8492,17.9584,17.7547
2023-04-04,,17.8492,17.9305,17.9777,17.7535
2023-04-05,,17.9307,18.0419,18.0823,17.853
2023-04-06,,18.0425,18.25,18.3215,18.0246
2023-04-07,,18.2501,18.1949,18.3009,18.1685
2023-04-09,,18.238,18.2307,18.2714,18.2106
2023-04-10,,18.238,18.5123,18.5386,18.1991
2023-04-11,,18.5126,18.3962,18.5225,18.2492
2023-04-12,,18.3954,18.4191,18.4573,18.243
2023-04-13,,18.419,18.0472,18.4337,18.0335
2023-04-14,,18.0469,18.086,18.1568,18.0048
2023-04-16,,18.2002,18.1077,18.2136,18.0971
2023-04-17,,18.2002,18.3177,18.3328,18.0178
2023-04-18,,18.3172,18.1632,18.3278,18.1357
2023-04-19,,18.1632,18.1983,18.3221,18.0707
2023-04-20,,18.1983,18.0342,18.2146,17.9928
2023-04-21,,18.0342,18.1078,18.1623,18.0167
2023-04-23,,18.0961,18.0978,18.1232,18.0852
2023-04-24,,18.0961,18.1344,18.2055,18.074
2023-04-25,,18.1349,18.3328,18.4017,18.1193
2023-04-26,,18.3328,18.3992,18.456,18.2627
2023-04-27,,18.3981,18.3029,18.4247,18.2179
2023-04-28,,18.3041,18.2902,18.4326,18.2712
2023-04-30,,18.3264,18.2927,18.33,18.2666
2023-05-01,,18.3264,18.402,18.4111,18.2666
2023-05-02,,18.402,18.4737,18.5075,18.3359
2023-05-03,,18.4738,18.29,18.4891,18.1878
2023-05-04,,18.29,18.2873,18.3477,18.1706
2023-05-05,,18.2884,18.4074,18.4801,18.2619
2023-05-07,,18.415,18.3969,18.4151,18.3671
2023-05-08,,18.415,18.331,18.4298,18.2784
2023-05-09,,18.3303,18.6341,18.6703,18.2946
2023-05-10,,18.6338,18.8709,18.9111,18.6188
2023-05-11,,18.8698,19.2051,19.3413,18.8479
2023-05-12,,19.2051,19.3414,19.5148,19.1616
2023-05-14,,19.274,19.1127,19.2888,19.0922
2023-05-15,,19.274,19.0297,19.2888,18.9973
2023-05-16,,19.0296,19.0756,19.1657,18.9945
2023-05-17,,19.0762,19.2521,19.3774,19.0587
2023-05-18,,19.2521,19.3328,19.4931,19.2208
2023-05-19,,19.3317,19.4517,19.5247,19.2423
2023-05-21,,19.4168,19.431,19.4829,19.3968
2023-05-22,,19.4168,19.2248,19.5019,19.2064
2023-05-23,,19.2248,19.202,19.3252,19.1636
2023-05-24,,19.202,19.247,19.3104,19.1352
2023-05-25,,19.246,19.8025,19.8468,19.2385
2023-05-26,,19.8024,19.6529,19.8247,19.5373
2023-05-28,,19.6445,19.6592,19.6618,19.5933
2023-05-29,,19.6445,19.6674,19.7345,19.5933
2023-05-30,,19.6691,19.6984,19.8672,19.6445
2023-05-31,,19.6984,19.7255,19.8508,19.6658
2023-06-01,,19.7254,19.6274,19.9204,19.5759
2023-06-02,,19.6275,19.529,19.6588,19.4043
2023-06-04,,19.501,19.5176,19.5262,19.4878
2023-06-05,,19.501,19.2766,19.5666,19.2228
2023-06-06,,19.2766,19.2025,19.3595,19.1761
2023-06-07,,19.2025,19.0918,19.3052,18.977
2023-06-08,,19.0928,18.8357,19.1109,18.8031
2023-06-09,,18.8366,18.7564,18.9053,18.6968
2023-06-11,,18.7824,18.7452,18.7824,18.7379
2023-06-12,,18.7824,18.5702,18.7824,18.5111
2023-06-13,,18.5702,18.6285,18.6756,18.5111
2023-06-14,,18.6292,18.3461,18.6563,18.2512
2023-06-15,,18.3466,18.2223,18.4746,18.196
2023-06-16,,18.2223,18.1867,18.2981,18.125
2023-06-18,,18.2129,18.2239,18.2477,18.1903
2023-06-19,,18.2129,18.1949,18.273,18.1354
2023-06-20,,18.1936,18.378,18.4638,18.1278
2023-06-21,,18.378,18.3159,18.4497,18.3129
2023-06-22,,18.3157,18.5223,18.5735,18.3112
2023-06-23,,18.5223,18.7542,18.7754,18.488
2023-06-25,,18.749,18.7475,18.768,18.7396
2023-06-26,,18.749,18.6507,18.768,18.5532
2023-06-27,,18.6507,18.5196,18.6694,18.431
2023-06-28,,18.5199,18.6559,18.7498,18.4748
2023-06-29,,18.6552,18.7648,18.8849,18.6393
2023-06-30,,18.7642,18.8485,19.0434,18.7298
2023-07-02,,18.8478,18.8099,18.8505,18.7973
2023-07-03,,18.8478,18.7414,18.8835,18.6691
2023-07-04,,18.7411,18.6471,18.79,18.6121
2023-07-05,,18.6456,18.7749,18.8278,18.6418
2023-07-06,,18.7749,19.1089,19.152,18.7428
2023-07-07,,19.1089,18.867,19.1533,18.8126
2023-07-09,,18.8469,18.8566,18.8941,18.8312
2023-07-10,,18.8469,18.7948,18.9581,18.7578
2023-07-11,,18.7948,18.4902,18.8587,18.4812
2023-07-12,,18.4902,18.135,18.5333,18.1189
2023-07-13,,18.135,17.9282,18.1835,17.9031
2023-07-14,,17.9272,18.1077,18.1768,17.9082
2023-07-16,,18.1254,18.1067,18.1384,18.0902
2023-07-17,,18.1254,18.0356,18.2026,17.9995
2023-07-18,,18.0364,17.8571,18.0937,17.8062
2023-07-19,,17.8572,17.8682,17.9848,17.8193
2023-07-20,,17.8689,17.9244,17.9857,17.737
2023-07-21,,17.9238,17.96,18.0672,17.8591
2023-07-23,,17.987,17.9593,17.9966,17.9555
2023-07-24,,17.987,17.7447,18.0484,17.7247
2023-07-25,,17.7444,17.5485,17.7759,17.5223
2023-07-26,,17.5485,17.6146,17.7241,17.5386
2023-07-27,,17.6133,17.8413,17.886,17.4193
2023-07-28,,17.8422,17.6312,17.9824,17.5713
2023-07-30,,17.589,17.6452,17.7159,17.5843
2023-07-31,,17.589,17.8481,17.8906,17.5722
2023-08-01,,17.8436,18.3021,18.3373,17.8236
2023-08-02,,18.3021,18.4635,18.5869,18.2582
2023-08-03,,18.4635,18.7071,18.7768,18.411
2023-08-04,,18.7083,18.4575,18.7474,18.3828
2023-08-06,,18.4282,18.441,18.4592,18.4254
2023-08-07,,18.4282,18.7012,18.7507,18.4228
2023-08-08,,18.7019,18.924,19.0021,18.697
2023-08-09,,18.9235,18.9828,19.0869,18.8338
2023-08-10,,18.9816,18.8501,19.0553,18.6638
2023-08-11,,18.8501,18.9508,18.9772,18.7957
2023-08-13,,18.9228,18.93,18.9355,18.9228
2023-08-14,,18.9228,19.0829,19.1636,18.9155
2023-08-15,,19.0829,19.1488,19.2978,19.0324
2023-08-16,,19.1486,19.1717,19.22,18.9941
2023-08-17,,19.1719,19.0668,19.2532,18.9495
2023-08-18,,19.0668,18.9974,19.1563,18.935
2023-08-20,,18.959,18.9941,19.0112,18.956
2023-08-21,,18.959,18.9652,19.0754,18.9391
2023-08-22,,18.9652,18.8002,18.9977,18.7179
2023-08-23,,18.8002,18.4672,18.8267,18.4255
2023-08-24,,18.4669,18.8166,18.836,18.3805
2023-08-25,,18.817,18.6273,18.888,18.5365
2023-08-27,,18.6223,18.6332,18.6399,18.6212
2023-08-28,,18.6223,18.6218,18.7466,18.5537
2023-08-29,,18.6218,18.4805,18.6218,18.4301
2023-08-30,,18.4813,18.6813,18.7044,18.4718
2023-08-31,,18.679,18.8758,18.9435,18.6466
2023-09-01,,18.8754,18.8419,18.9024,18.6228
2023-09-03,,18.8175,18.8155,18.8248,18.8102
2023-09-04,,18.8175,19.0782,19.1424,18.7427
2023-09-05,,19.0784,19.2051,19.2823,19.0601
2023-09-06,,19.2034,19.199,19.3368,19.1044
2023-09-07,,19.1987,19.1767,19.2734,19.1126
2023-09-08,,19.1767,19.1308,19.1839,19.0246
2023-09-10,,19.1111,19.0731,19.1317,19.0731
2023-09-11,,19.1111,18.8733,19.1317,18.8282
2023-09-12,,18.8717,18.9172,19.0414,18.8542
2023-09-13,,18.9168,18.8174,18.9785,18.7639
2023-09-14,,18.8182,19.0187,19.0579,18.7632
2023-09-15,,19.0182,19.0097,19.1131,18.9538
2023-09-17,,19.0257,19.0095,19.03,19.0091
2023-09-18,,19.0257,19.0115,19.0886,18.9349
2023-09-19,,19.0129,18.9386,19.0562,18.9112
2023-09-20,,18.9386,18.841,18.9882,18.6825
2023-09-21,,18.841,18.9538,19.0405,18.8033
2023-09-22,,18.9538,18.7553,18.9752,18.7022
2023-09-24,,18.7574,18.7713,18.7824,18.7499
2023-09-25,,18.7574,18.7743,18.8585,18.7022
2023-09-26,,18.7743,19.0777,19.093,18.7697
2023-09-27,,19.0777,19.2094,19.2604,19.0225
2023-09-28,,19.2084,18.9817,19.2642,18.969
2023-09-29,,18.9817,18.9226,19.0373,18.76
2023-10-01,,18.9225,18.8966,18.9258,18.8855
2023-10-02,,18.9225,19.2165,19.23,18.8621
2023-10-03,,19.2165,19.3469,19.3827,19.1859
2023-10-04,,19.3473,19.3333,19.4325,19.1714
2023-10-05,,19.3332,19.5176,19.6376,19.2752
2023-10-06,,19.5182,19.3,19.6399,19.2598
2023-10-08,,19.344,19.382,19.4322,19.3379
2023-10-09,,19.344,19.3362,19.4441,19.2894
2023-10-10,,19.3368,19.0181,19.3638,18.9959
2023-10-11,,19.0187,18.8269,19.07,18.7873
2023-10-12,,18.8272,19.017,19.0545,18.7795
2023-10-13,,19.0172,19.0022,19.0416,18.8512
2023-10-15,,18.987,18.9794,19.0115,18.945
2023-10-16,,18.987,18.771,19.0115,18.7578
2023-10-17,,18.7729,18.8021,18.9178,18.709
2023-10-18,,18.8021,18.9923,19.0814,18.6945
2023-10-19,,18.9909,19.0237,19.1586,18.9153
2023-10-20,,19.0243,19.0104,19.1475,18.9254
2023-10-22,,18.9917,18.994,19.0376,18.9744
2023-10-23,,18.9917,18.9618,19.1473,18.9044
2023-10-24,,18.9616,19.0425,19.1368,18.8533
2023-10-25,,19.0425,19.1255,19.1971,18.9828
2023-10-26,,19.1258,18.9643,19.271,18.9301
2023-10-27,,18.964,18.8396,18.9697,18.7432
2023-10-29,,18.7866,18.8733,18.8808,18.7528
2023-10-30,,18.7866,18.8575,18.8808,18.7434
2023-10-31,,18.8575,18.6488,18.9456,18.6304
2023-11-01,,18.6479,18.5151,18.7462,18.5107
2023-11-02,,18.5151,18.4211,18.559,18.3148
2023-11-03,,18.4211,18.2604,18.4765,18.2102
2023-11-05,,18.2804,18.28,18.2855,18.2792
2023-11-06,,18.2804,18.2926,18.3607,18.1581
2023-11-07,,18.2926,18.3386,18.432,18.2829
2023-11-08,,18.3386,18.4732,18.5461,18.3204
2023-11-09,,18.4732,18.66,18.6824,18.4408
2023-11-10,,18.66,18.727,18.8057,18.6197
2023-11-12,,18.7463,18.755,18.7628,18.7452
2023-11-13,,18.7463,18.7266,18.8037,18.6508
2023-11-14,,18.7266,18.2248,18.7823,18.2163
2023-11-15,,18.2252,18.1813,18.2745,18.1117
2023-11-16,,18.1804,18.3731,18.4276,18.1491
2023-11-17,,18.3731,18.359,18.435,18.2604
2023-11-19,,18.3513,18.3426,18.3922,18.3251
2023-11-20,,18.3513,18.3407,18.4565,18.2421
2023-11-21,,18.3402,18.6394,18.6552,18.2726
2023-11-22,,18.6395,18.8862,18.8977,18.5775
2023-11-23,,18.8865,18.8142,18.8886,18.7082
2023-11-24,,18.8141,18.7791,18.957,18.767
2023-11-26,,18.8016,18.794,18.8417,18.7916
2023-11-27,,18.8016,18.6543,18.848,18.622
2023-11-28,,18.6543,18.6028,18.7574,18.5767
2023-11-29,,18.6028,18.7508,18.7604,18.4597
2023-11-30,,18.7508,18.8545,18.9699,18.6694
2023-12-01,,18.8545,18.6521,18.9094,18.5995
2023-12-03,,18.6676,18.699,18.704,18.6258
2023-12-04,,18.6676,18.8012,18.8738,18.5879
2023-12-05,,18.8013,18.9532,19.0236,18.7554
2023-12-06,,18.9532,18.9608,18.9981,18.8246
2023-12-07,,18.9607,18.7652,18.9951,18.7274
2023-12-08,,18.7654,18.9559,18.9978,18.7401
2023-12-10,,18.9492,18.9548,18.9606,18.9321
2023-12-11,,18.9492,19.0853,19.1386,18.9321
2023-12-12,,19.0863,18.967,19.1051,18.8422
2023-12-13,,18.967,18.6824,19.1003,18.6311
2023-12-14,,18.6824,18.3339,18.7194,18.2741
2023-12-15,,18.3339,18.3119,18.432,18.1092
2023-12-17,,18.3138,18.2862,18.3159,18.2808
2023-12-18,,18.3138,18.5855,18.6627,18.2569
2023-12-19,,18.5855,18.3221,18.6156,18.3128
2023-12-20,,18.322,18.327,18.399,18.2283
2023-12-21,,18.327,18.361,18.424,18.2102
2023-12-22,,18.361,18.4313,18.5501,18.3485
2023-12-25,,18.4883,18.493,18.5562,18.4263
2023-12-26,,18.4924,18.6407,18.7444,18.4313
2023-12-27,,18.6388,18.3975,18.6782,18.3351
2023-12-28,,18.3961,18.5389,18.6133,18.3082
2023-12-29,,18.5376,18.3621,18.6033,18.255
2024-01-02,,18.3617,18.569,18.5937,18.2639
2024-01-03,,18.5695,18.7192,18.8387,18.5133
2024-01-04,,18.7182,18.7043,18.7621,18.6047
2024-01-05,,18.7043,18.6852,18.9609,18.5887
2024-01-07,,18.6863,18.6806,18.7021,18.6687
2024-01-08,,18.6863,18.6606,18.8113,18.5602
